Fecha,Total de monto enviado,"Monto enviado por Accendo Banco, S.A.","Monto enviado por Banco Actinver, S.A.","Monto enviado por Banca Afirme, S.A.","Monto enviado por Opciones Empresariales del Noreste, S.A. de C.V.","Monto enviado por Banco Autofin México, S.A.","Monto enviado por Banco Azteca, S.A.","Monto enviado por Banco del Bajío, S.A.","Monto enviado por Banco Nacional de México, S.A.","Monto enviado por Banco Ahorro Famsa, S.A.","Monto enviado por BanCoppel, S.A.","Monto enviado por Banco Bancrea, S.A.","Monto enviado por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto enviado por Bankaool, S.A.","Monto enviado por Banco Mercantil del Norte, S.A.",Monto enviado por Banco Regional S.A.,"Monto enviado por Bansi, S.A.","Monto enviado por Banco Base, S.A.","Monto enviado por BBVA Bancomer, S.A.","Monto enviado por Banco Monex, S.A.","Monto enviado por CIBanco, S.A.","Monto enviado por Banco Compartamos, S.A.","Monto enviado por Consubanco, S.A.","Monto enviado por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto enviado por HSBC México, S.A.","Monto enviado por Banco Inbursa, S.A.","Monto enviado por Banco Inmobiliario Mexicano, S.A.","Monto enviado por Intercam Banco, S.A.","Monto enviado por Banca Mifel, S.A.","Monto enviado por Banco Multiva, S.A.","Monto enviado por Banco Pagatodo, S.A.","Monto enviado por Banco Sabadell, S.A.","Monto enviado por Banco Santander (México), S.A.","Monto enviado por Scotiabank Inverlat, S.A.","Monto enviado por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto enviado por Banco Ve Por Mas, S.A.",Total de monto recibido,"Monto recibido por ABC Capital, S.A.","Monto recibido por Accendo Banco, S.A.","Monto recibido por Banco Actinver, S.A.","Monto recibido por Banca Afirme, S.A.","Monto recibido por Opciones Empresariales del Noreste, S.A. de C.V.","Monto recibido por Banco Autofin México, S.A.","Monto recibido por Banco Azteca, S.A.","Monto recibido por Banco del Bajío, S.A.","Monto recibido por Banco Nacional de México, S.A.","Monto recibido por Banco Ahorro Famsa, S.A.","Monto recibido por BanCoppel, S.A.","Monto recibido por Banco Bancrea, S.A.","Monto recibido por Banco Nacional del Ejército, Fuerza Aérea y Armada","Monto recibido por Bankaool, S.A.","Monto recibido por Banco Mercantil del Norte, S.A.",Monto recibido por Banco Regional S.A.,"Monto recibido por Banco del Ahorro Nacional y Servicios Financieros, S.N.C.","Monto recibido por Bansi, S.A.","Monto recibido por Banco Base, S.A.","Monto recibido por BBVA Bancomer, S.A.","Monto recibido por Banco Monex, S.A.","Monto recibido por CIBanco, S.A.","Monto recibido por Banco Compartamos, S.A.","Monto recibido por Consubanco, S.A.","Monto recibido por Fundación Dondé Banco, S.A.","Monto recibido por Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Monto recibido por HSBC México, S.A.","Monto recibido por Banco Inbursa, S.A.","Monto recibido por Banco Inmobiliario Mexicano, S.A.","Monto recibido por Intercam Banco, S.A.","Monto recibido por Banco Invex, S.A.","Monto recibido por Banca Mifel, S.A.","Monto recibido por Banco Multiva, S.A.","Monto recibido por Banco Pagatodo, S.A.","Monto recibido por Banco Sabadell, S.A.","Monto recibido por Banco Santander (México), S.A.","Monto recibido por Scotiabank Inverlat, S.A.","Monto recibido por Sistema de Transferencias y Pagos STP, S.A. de C.V.","Monto recibido por Banco Ve Por Mas, S.A."
31/10/2019,1545313,0,5,70,50,0,59108,18992,850247,0,48352,0,5420,25,239909,12202,1,8201,171426,0,0,647,0,70,18,27977,0,175,509,0,3008,0,38255,60545,0,101,1545313,1200,0,0,29921,10,0,242879,6155,535955,0,69738,50,0,0,212264,18562,0,0,8218,263519,0,0,1147,0,0,70,18857,16135,18,190,0,10409,52,10859,0,34451,64555,0,101
01/11/2019,1478850,0,0,341,6,0,23198,23619,655324,0,25222,1,5661,0,454021,17939,1,22481,106889,0,0,6670,0,0,456,18094,0,65,3202,0,24003,0,7186,84242,0,230,1478850,750,0,0,34207,1,0,30236,13152,543590,0,55349,1,7000,0,124520,78548,0,1,22400,134837,0,0,3451,0,0,0,15162,6474,9,65,0,2712,0,5327,0,16066,84921,0,300070
02/11/2019,565142,0,0,1,2,0,8848,1889,319859,0,3185,0,5005,0,76413,2980,0,0,91215,0,0,50,0,13,0,9230,0,0,0,0,2159,0,285,43800,0,208,565142,0,0,0,488,373,0,19185,685,281426,0,4386,0,2000,0,43477,9832,0,0,0,127256,0,0,53,0,0,2,17099,9129,11,1,0,0,0,10,0,15274,34367,90,0
03/11/2019,576343,0,200,1010,5,0,15890,0,211017,0,18715,0,3823,0,71226,3142,0,0,223578,0,0,1000,0,1,0,11878,0,0,0,0,1619,0,0,13241,0,0,576343,3,0,0,10,5,0,9921,472,272329,0,6194,0,0,0,61911,4740,0,0,0,187875,0,0,1626,0,0,0,151,18,2,828,0,0,0,11,0,11963,18183,0,100
04/11/2019,1269475,0,0,479,10,0,16869,7968,610553,0,12276,0,3800,1,182668,6171,0,1200,316070,0,0,2177,0,1,1,31207,0,190,501,0,1162,0,11874,64174,0,123,1269475,0,0,0,22476,16,0,85472,5306,554240,0,50663,0,0,0,86204,33155,0,0,800,232691,0,0,1732,0,0,473,8326,30584,6,553,0,402,0,50,0,82126,73185,1015,0
05/11/2019,1110812,0,885,3669,736,0,14972,6270,481377,0,23048,0,4132,700,193838,6444,0,200,291739,5,0,813,0,69,2467,17390,0,140,890,0,911,0,20573,39544,0,0,1110812,0,0,0,12371,728,0,52248,1916,473669,10,23939,0,0,0,125903,33176,0,0,200,282519,0,0,4708,0,0,69,2324,30014,5,140,0,670,0,85,0,37447,28669,0,0
06/11/2019,1295271,0,0,4392,1,0,6710,57040,701494,0,15081,0,1400,0,89324,12318,0,1500,263574,1661,0,528,0,24,132,33804,0,589,8500,0,4259,0,12440,79040,0,1460,1295271,1,0,30,63380,2,0,131004,6903,405367,1,64505,0,0,0,125253,26644,0,0,0,347162,0,0,3330,0,0,292,10667,7410,10,216,0,30,0,226,0,19379,82654,6,800
07/11/2019,1246404,0,11,773,6024,0,17109,14217,650780,0,12332,0,7503,0,179390,11352,0,0,230819,0,2,1550,0,0,12439,50661,0,1822,402,0,9458,0,5230,34525,2,3,1246404,0,0,1,103899,6045,0,132056,4333,400900,1,40600,0,0,0,127842,16214,0,2,0,196379,0,0,1479,0,0,3545,73174,49684,7,1155,0,400,0,8631,0,26219,53824,13,2
08/11/2019,1268812,0,0,907,9153,0,21291,15332,579715,13,19344,0,3300,1500,122773,12239,0,6000,336471,0,0,748,0,7000,21569,29561,0,51,640,7999,6702,0,25183,39948,0,1375,1268812,0,0,0,13666,9382,0,76534,12346,395845,2,152086,0,0,0,122172,18758,1,0,6000,333872,0,0,1048,0,0,2286,36855,18068,0,51,0,700,10,3025,0,20800,40402,4903,0
09/11/2019,805039,0,0,180,9070,0,29763,2265,388768,0,18526,0,2000,0,114934,4006,0,10000,175302,5,0,10273,0,1001,1200,8509,0,0,200,0,851,0,10424,17313,0,450,805039,0,0,0,76801,9154,0,31512,746,351075,0,21113,0,0,0,75891,13324,0,0,0,163036,0,0,9892,0,0,0,2920,11015,0,0,0,0,0,102,0,23157,14405,15,880
10/11/2019,538674,0,0,0,0,0,35748,7378,210462,0,26709,0,1524,0,85959,12689,154,0,129257,0,0,4,0,800,1971,7487,0,134,0,0,752,0,1750,15895,0,0,538674,5,0,0,0,0,0,29007,7588,224192,0,15541,0,100,0,49776,16256,0,154,0,159051,0,0,508,0,0,0,3896,2304,1,0,0,0,0,0,0,10266,20028,0,0
11/11/2019,1348930,0,0,13000,150,0,11792,13982,763225,0,10089,0,68603,3,91196,5022,0,0,236227,0,11,469,0,304,24516,36996,0,424,2550,0,1096,0,4348,64927,0,0,1348930,0,0,0,51772,150,0,268690,33305,435714,6,70865,0,0,0,89256,24473,0,0,0,264916,0,4,854,1,0,602,5717,16908,5,304,0,850,0,0,0,25160,58714,665,0
12/11/2019,1341054,0,0,3181,6268,0,11354,3777,873873,0,13736,0,4899,0,115821,3847,0,11530,203822,801,0,1,0,500,1992,28228,0,709,800,0,924,0,12636,42354,0,0,1341054,5,0,0,10602,322,0,160210,11554,361676,0,352428,0,0,0,106063,11843,0,16,6500,185755,0,0,2749,0,0,1,15087,12874,0,749,0,0,0,311,0,62520,39767,22,0
13/11/2019,1390373,0,706,5626,172,0,17782,2281,701928,0,15546,0,5441,8,131104,11243,1,5300,262529,10000,0,2232,0,3452,8854,125810,0,186,50,8000,1493,0,44297,24560,72,1700,1390373,0,0,1,13572,383,0,241017,9022,453429,0,175491,0,0,4,90604,15116,0,31,4500,246882,0,0,1382,0,0,3591,16455,42007,4,220,0,1,0,290,0,37781,36947,1595,50
14/11/2019,2324687,0,43,6052,210,0,38377,54677,1318439,0,22842,0,5769,9811,202622,17351,0,15220,410690,0,151,1111,1,119,20701,44539,0,2957,6911,8000,2334,0,56043,74810,5,4901,2324687,0,0,1,170402,221,0,337622,37314,818745,0,71886,0,0,0,177169,49905,0,0,15240,446381,100,151,3011,2,0,120,25196,40734,3,1249,0,2272,120,1340,0,47531,77728,7,235
15/11/2019,1680075,0,101,2163,185,0,29368,62448,414305,0,50328,0,6000,300,303749,20381,0,2610,475099,0,2012,812,1,650,10575,52619,0,2142,810,10050,619,0,86309,146438,0,0,1680075,181,0,4001,1850,410,0,53848,17483,474389,0,55477,0,0,0,276948,45387,0,0,2688,463053,1000,50,7830,10,0,1,27533,25369,3,3927,0,50,0,620,0,87831,129601,11,525
16/11/2019,1429651,0,706,19711,20,0,24594,25983,470988,0,41997,0,14700,0,213781,34511,0,0,410321,0,0,4000,0,0,13855,38042,0,332,1500,0,2537,0,44939,67133,0,0,1429651,751,0,0,71400,23,0,65977,8071,523334,0,23593,0,0,0,155661,34543,0,700,0,398519,0,3000,0,0,0,0,150,17790,0,0,0,0,0,0,0,72393,53746,0,0
17/11/2019,898453,0,0,1700,10,0,49582,0,334909,0,19309,0,26718,0,91535,6405,0,0,249286,1,3000,902,0,0,4704,17673,0,0,1520,0,1400,0,55956,33845,0,0,898453,0,0,0,600,10,0,29540,4205,405097,0,18170,0,0,0,89929,5415,0,0,0,280071,0,0,1002,0,0,0,1250,15282,0,0,0,0,0,95,0,22831,24956,0,0
18/11/2019,1096798,0,0,500,10,0,33492,14472,378256,0,24499,0,26350,0,130307,7027,0,0,325937,0,0,359,0,0,15101,22827,0,0,7900,0,6240,0,65175,38345,0,0,1096798,0,0,0,4110,10,0,23955,2210,457244,13952,40671,0,0,0,141347,4134,0,0,0,290056,0,0,2411,0,0,0,5001,6552,3,0,0,0,0,1,0,57351,47790,0,0
19/11/2019,2068354,0,0,705,0,0,49408,9055,558702,0,10346,0,31786,5000,181468,14376,0,370,387638,0,2003,520,0,0,16240,72870,0,2051,0,0,1488,0,36941,57385,630002,0,2068354,0,0,700,44720,10,0,26540,17921,551321,0,29240,0,0,0,917701,44709,0,0,0,290000,0,0,3430,0,0,0,2345,29569,4,70,0,1,0,116,0,33632,75824,2,500
20/11/2019,1463983,0,2,10228,9000,0,30608,29847,648525,2,23090,0,5275,16000,364214,9375,0,2000,197180,0,761,2028,0,0,1106,21269,0,427,1100,2510,2337,0,28141,51702,100,7155,1463983,0,0,1,168835,2,0,20079,21356,414338,2,27903,0,0,0,419548,30964,0,0,2100,212065,0,0,3506,0,0,0,949,15069,0,354,0,100,0,49,0,52754,65533,1311,7165
21/11/2019,1137560,0,4,14,9035,0,44394,19871,564798,0,22883,0,34972,0,169675,7865,0,0,103501,0,534,3596,0,25,13020,23925,0,1335,680,5000,1178,0,64890,46366,0,0,1137560,0,0,4,17612,9112,0,42449,14163,392781,0,24404,0,0,0,148859,35489,0,0,0,270759,0,20,1378,0,0,25,38136,25799,1,1505,0,4180,0,309,0,80950,29532,91,0
22/11/2019,1192750,0,0,2439,8593,0,42436,12525,543819,0,22522,0,13691,7006,165559,25381,10106,11086,73943,0,100,507,0,800,25797,46437,0,8610,1000,6417,1127,0,82575,74275,1000,5000,1192750,154,0,0,508,8696,0,50987,9468,498352,0,22245,20,0,1,125051,29934,0,10010,11000,264516,0,100,2278,0,0,0,1488,20870,0,7660,0,0,0,347,0,37827,90235,1001,0
23/11/2019,601412,0,0,505,0,0,12416,19694,241519,0,11598,0,1810,3886,136152,2687,0,1000,45531,0,0,877,0,3,13515,29185,0,0,300,0,1072,0,44136,35525,0,0,601412,2,0,0,9755,424,0,47710,8765,238586,0,20584,0,0,2,68147,9180,0,0,1000,154192,0,0,77,0,0,0,601,9539,0,0,0,100,0,17,0,12506,20225,0,0
24/11/2019,534014,0,0,0,850,0,18742,6301,221670,0,24554,0,3580,0,97383,4174,0,1,37940,0,0,12,0,0,39726,15941,0,0,2,0,154,29,39195,23761,0,0,534014,1,0,0,1460,0,0,34250,5663,246601,0,19142,0,0,0,53141,5212,0,0,0,114521,0,0,437,0,0,0,650,1800,0,0,0,0,0,0,184,20739,30213,0,0
25/11/2019,1025630,0,8,1410,8893,0,45902,4250,525569,0,14109,0,8810,8000,187560,11057,7,1620,58077,0,695,189,0,2025,11119,18197,0,10415,490,0,1121,26,68980,35452,0,1650,1025630,0,0,13,2490,5894,0,30718,1269,390488,0,143184,0,0,0,156470,15857,0,2,1620,137029,0,990,334,2,0,400,21372,29063,0,9944,0,490,0,149,0,33929,37995,5526,401
26/11/2019,997632,0,10,9232,2836,1901,23537,1,555418,2,19825,0,10081,502,100067,5042,1,8210,50972,0,0,917,0,13304,15519,13766,0,175,2544,9000,5242,10070,78416,58202,0,2841,997632,0,0,4,4010,159,2,108351,11351,363302,2,124324,2,0,501,77074,6683,0,1,8010,124467,1,0,1160,3,0,5809,21086,33181,0,175,0,6542,0,541,8003,60448,27986,315,4140
27/11/2019,1215958,0,3690,31271,2,1,24106,11289,753340,0,20187,2,1065,0,146131,4201,431,1580,76178,0,4973,6643,2510,0,8258,29350,0,210,201,7000,275,16,52038,28638,10,2360,1215958,1,0,82,38758,4,1,234559,15249,361386,0,98338,103,0,0,94212,29350,0,6,540,205775,0,4973,403,2511,0,405,6339,17361,0,203,0,1201,0,29153,20,39444,33190,30,2360
28/11/2019,1648807,0,21,5287,82,2,32630,21669,904876,0,22920,0,5940,12380,200256,14401,0,14000,74703,0,3900,1925,0,5025,21763,98712,0,2235,300,500,2092,11,70329,132846,2,0,1648807,0,0,21,4887,61,1,152949,13167,665906,0,79407,200,0,1,96705,24351,0,0,3000,343742,1,0,2839,1,0,25,9744,58398,0,175,0,1,0,1148,301,79144,112617,13,1
29/11/2019,2157269,0,2,4183,0,0,46959,81801,1160612,0,53415,50,11890,8579,388430,12180,0,9275,99462,0,0,6466,3706,25,24890,74093,0,105,1250,0,1286,783,99531,65296,0,3001,2157269,0,0,1,34720,21,0,76223,26386,1064934,0,97549,50,0,579,233444,13626,0,0,9415,370076,91,0,2681,3407,0,25,39632,46430,0,105,0,1250,0,571,0,45083,70158,17811,3001
30/11/2019,1538524,0,0,9600,606,0,26312,45608,856615,0,28320,0,41841,2,229601,7039,0,0,71627,0,0,388,0,0,24307,30458,0,0,1900,0,1008,0,93253,64838,0,5200,1538524,0,0,0,227800,2110,0,65847,23271,585202,0,22856,0,0,2,123637,25802,0,0,0,345772,0,87,108,0,0,0,717,8143,0,0,0,900,0,2,0,64002,37564,0,4700
01/12/2019,844112,0,0,200,3000,0,16991,24689,432197,0,40679,0,19570,0,94696,18626,0,0,45449,0,0,0,0,0,9650,41171,0,0,535,0,11570,2,65859,19027,0,200,844112,0,0,0,3500,0,0,39359,1153,413033,0,15765,0,0,0,79913,15697,0,0,0,214902,0,0,892,0,0,100,4080,8523,0,0,0,0,0,52,22,28572,18550,0,0
02/12/2019,1892060,0,0,3780,47,0,63793,42606,921973,0,22077,0,17393,61,323795,19143,0,24620,80754,1,5216,1447,68,1257,14071,104244,0,17558,9767,0,6754,10,99968,111658,0,1,1892060,6000,0,0,15950,45,0,100589,25734,754426,0,100220,0,0,761,148241,23634,0,329,960,433171,1,0,1155,136,0,1819,1762,89579,5,5908,0,1040,0,5045,0,69025,106524,0,1
03/12/2019,1841098,0,2,2461,15709,20,59313,20335,984611,0,34424,51,6050,9,264093,19510,0,0,82959,50,0,551,302,6094,20520,144135,0,164,121,100,6354,4146,86481,82284,0,250,1841098,0,0,1,27584,1104,121,139186,10369,670044,0,184271,51,0,106,97747,31999,0,0,0,323248,50,0,2565,901,0,27,10974,106430,0,104,0,2621,0,840,0,129934,100317,5,500
04/12/2019,1827202,0,1,9451,1048,646,26841,15658,1037201,21,37396,0,53534,0,193487,9826,0,10,114512,0,0,576,5005,6120,33293,105309,0,271,225,1,1944,21621,82098,67002,0,4106,1827202,0,0,20,15300,58,366,276218,16490,603734,7,96678,0,0,0,78065,25169,0,15,11,415965,0,0,2735,5305,0,1421,1043,86974,0,274,0,475,250,1917,31,133335,61303,360,3684
05/12/2019,1791066,0,57,207,1620,0,69919,61947,766268,0,10595,0,15000,23200,204050,20819,0,0,206652,0,0,1353,0,4595,68901,119956,0,128,6800,0,2792,483,129753,75914,5,54,1791066,1,0,1,10807,1029,15,86754,7133,676606,0,68675,0,0,0,75173,29975,0,0,0,494581,201,0,1810,0,0,504,5374,75967,5,28,0,850,2000,484,432,114737,137767,5,151
06/12/2019,1705883,0,11,9938,334,0,42580,17516,891598,10,25235,0,9040,9100,166712,27016,330,5309,130815,0,0,1386,2,6408,50331,133830,0,34,4719,0,1533,0,99280,65238,0,7578,1705883,750,0,0,3095,768,0,176254,23669,684162,10,97798,0,670,200,143811,29225,0,45,5775,313163,604,0,1238,0,0,814,8129,51756,0,4,0,7739,500,274,189,77886,69565,30,7763
07/12/2019,1097300,0,0,2951,67,0,27136,12087,617267,0,19165,0,2484,0,153836,4709,0,300,44187,0,0,2501,0,0,45085,78808,0,0,1,0,1874,0,34398,50444,0,0,1097300,0,0,0,216000,931,0,48315,8096,318957,0,25863,0,0,0,82438,14753,0,0,110,269195,0,0,502,0,0,0,2022,25798,0,0,0,15002,0,0,0,29731,39586,0,0
08/12/2019,674201,0,0,458,4000,0,10637,9207,314463,0,9610,0,10451,0,85105,6713,0,200,43970,0,0,0,0,0,47979,55934,0,0,1000,0,3500,0,60535,10439,0,0,674201,0,0,0,0,400,0,49678,750,305970,0,3931,0,0,0,43608,6280,0,0,0,183356,300,0,115,0,0,0,456,23714,0,0,0,8000,100,0,0,34366,13177,0,0
09/12/2019,1534450,0,0,9165,8042,0,19914,33780,711677,0,19236,0,9917,16,168662,11833,12,610,85257,0,0,1529,2,1000,67097,166831,0,471,14131,0,10544,4950,105762,83830,0,183,1534450,773,0,0,8950,74,0,82890,11754,691177,0,14336,0,0,6216,119536,12431,0,0,10,294284,0,0,2144,0,0,589,40640,60184,100,471,0,988,0,20,100,53687,132609,44,443
10/12/2019,1415801,0,430,12200,55,0,41070,45855,665601,110,33035,0,7980,8000,152368,28100,0,1,89119,0,0,6733,587,2348,48996,108810,0,875,923,0,3892,931,116615,40390,10,766,1415801,0,0,0,18900,18,0,53231,11864,626170,310,31066,0,0,0,102658,34108,0,0,2,283048,0,0,17240,587,0,48,50496,65314,5,708,0,2422,0,2514,0,75522,39116,1,451
11/12/2019,1600927,0,0,3450,75,4797,32563,37386,650755,0,6251,0,30450,24098,306113,12585,0,8200,108645,0,0,218,0,8090,113645,84080,0,255,1170,0,17607,1013,68403,80317,1,758,1600927,0,0,0,3450,429,0,95747,13841,677826,0,6824,0,0,96,180296,25724,0,0,8200,389362,0,0,2575,0,0,90,14761,58853,0,50,0,1170,0,0,189,57824,62911,2,708
12/12/2019,1309697,0,9802,560,594,0,57945,7845,517690,1,43288,0,47136,450,319124,31033,0,0,57425,0,1,43,0,4000,29185,75885,0,5000,0,0,11504,1,63069,26965,0,1149,1309697,0,0,0,280,697,0,26746,1556,595669,43,18690,0,0,0,83629,24968,0,0,0,406389,0,0,344,0,0,0,2156,8265,0,0,0,0,0,6198,0,83419,50649,0,0
13/12/2019,2122841,0,0,4868,1,0,33544,94149,828384,43,30732,0,42566,404,312329,26059,21,25222,118080,0,8000,9784,0,116,120720,190831,0,292,2439,9000,2112,0,104799,158212,6,129,2122841,0,0,0,29765,3,0,64720,34780,892272,44,33420,0,0,406,188308,39175,0,20,8360,424009,1,0,4739,0,0,116,34539,129288,0,48,0,660,0,1301,0,101768,127462,7508,129
14/12/2019,2063262,0,2000,22441,44,0,27784,27676,799474,0,23528,0,69292,0,418385,26786,2000,0,205354,0,0,703,0,26243,139925,58754,0,100,666,56,502,3563,110640,97345,1,0,2063262,1,0,0,2811,364,0,84209,14209,1237516,0,19887,0,0,0,164089,32042,0,0,0,393302,0,0,242,0,0,1443,1026,10750,0,0,0,0,0,1,0,51351,50019,1,0
15/12/2019,1153932,0,800,4250,400,0,30390,15691,449405,0,5927,0,36367,0,211412,14346,0,0,75806,0,0,0,0,2000,74702,97310,0,1720,0,0,1500,0,83665,48240,1,0,1153932,0,0,0,30300,400,0,62593,11064,488406,0,15304,0,0,0,97468,23985,0,0,0,325481,0,0,0,0,0,0,8766,16401,0,0,0,0,0,50,300,64770,8643,1,0
16/12/2019,1673806,0,0,551,22,0,34678,30087,794636,0,17720,35,28320,11000,211954,34251,0,1342,66139,0,0,3835,0,19500,88792,95693,0,927,2736,0,1270,273,130300,99700,45,0,1673806,4500,0,0,250,167,0,73012,25793,837664,0,36543,160,470,0,167780,45498,0,0,1340,277203,0,0,3802,0,0,506,4550,74443,100,906,0,1460,0,534,730,78803,37548,45,0
17/12/2019,1479430,0,6000,91,62,501,40369,26739,714373,0,23883,304,6172,0,211984,8971,0,5110,55425,0,0,4380,0,1,79688,65804,0,355,299,0,8527,10101,117337,92903,0,50,1479430,0,0,0,31154,8,0,44502,10125,729541,0,13657,4,0,0,133232,32117,0,0,4661,272372,0,0,5333,0,0,1,13365,73826,20,355,0,299,0,661,0,40536,73608,0,50
18/12/2019,1400837,0,0,10717,51,0,21291,21317,608171,0,24192,200,17401,0,268094,10415,0,140,61206,0,0,2909,0,1300,54014,79916,0,0,630,0,814,12220,108242,96797,0,800,1400837,1,0,4000,16689,414,0,58933,12149,641039,0,10151,200,0,0,120739,21301,0,0,280,323846,0,0,4668,0,0,373,5334,37348,0,0,0,292,10,28,0,60163,72251,10000,629
19/12/2019,1479425,0,0,134,100,0,63578,14910,656510,20,17572,75,21343,698,246617,6759,0,13000,81188,0,350,218,0,2050,110571,35221,0,230,5032,0,1101,0,117443,84656,0,51,1479425,0,0,0,74,401,0,48263,15005,668287,10,4080,125,0,0,138545,9574,0,15,5140,392281,0,0,1231,0,0,50,3115,74382,0,62,0,3932,0,89,0,39303,75459,0,1
20/12/2019,1479143,0,238,4141,2679,0,47102,33557,661456,2,17155,123,10600,0,238051,27016,0,1531,80431,0,0,187,0,783,104097,43829,0,1570,12300,10,1424,743,109173,79664,1,1280,1479143,1200,0,5,14054,8,140,82291,10734,671354,2,22535,123,0,2,197742,47860,0,0,1350,290114,0,0,2321,0,0,50,15512,25373,0,1570,0,320,0,1150,0,51820,39691,54,1770
21/12/2019,997738,0,243,5829,378,0,20823,13405,371883,50,5675,2,14795,0,188711,17205,0,0,73112,0,0,2880,0,330,105575,63470,0,0,1001,920,7173,0,66255,38023,0,0,997738,0,0,0,14710,759,0,44558,8216,423456,0,22759,2,0,0,78860,3627,0,0,0,305395,0,0,1100,0,0,24,3691,5144,0,0,0,0,0,7173,0,40978,37287,0,0
22/12/2019,759666,0,1847,2737,0,0,29875,10866,294464,0,25359,0,6400,0,131137,11586,0,0,46484,0,0,0,0,916,48024,38524,0,0,0,0,12358,0,61681,37410,0,0,759666,0,0,0,22089,0,0,35742,24371,290474,0,14901,0,0,0,89575,9249,0,0,0,216937,0,0,1302,0,0,916,7625,7341,0,0,0,768,0,3558,0,18735,16084,0,0
23/12/2019,1207389,0,0,612,71,0,53112,15278,438990,0,10973,0,1697,1900,167876,12100,0,0,44365,0,0,6110,0,3218,141087,114040,0,0,1050,0,2468,0,134139,53705,0,4600,1207389,0,0,0,2795,537,45,41099,22475,471773,0,6294,176,0,1,118635,18529,0,0,3500,316844,0,0,20251,0,0,50,28984,54551,0,35,0,0,0,1600,0,47080,47536,0,4600
24/12/2019,1003458,0,0,1063,0,0,50757,15822,284600,110,13462,0,9289,0,306406,7745,0,5673,33033,0,0,825,0,5000,62264,109798,0,204,0,0,505,0,68177,28723,0,1,1003458,0,0,0,7915,0,0,25421,11527,315877,166,6090,0,100,0,152896,11496,0,0,2323,365472,92,0,330,0,0,0,6133,37733,0,129,0,0,0,0,0,39942,19814,0,2
25/12/2019,465719,0,0,900,0,0,21373,4444,167611,0,5215,0,5920,0,59433,8827,0,2008,21141,0,0,5001,0,0,44467,23016,0,0,0,0,0,0,43319,53044,0,0,465719,0,0,0,72,0,0,15979,8149,174395,0,7728,0,0,0,64458,13197,0,0,3928,131356,0,0,0,0,0,0,78,2954,0,0,0,0,0,0,0,40481,2843,100,0
26/12/2019,1058208,0,400,0,0,0,40886,35082,430730,0,9808,0,17320,200,140578,10887,0,600,42851,0,900,274,0,2500,159451,71937,0,0,43,0,2074,0,40710,50627,0,350,1058208,0,0,0,50,411,0,49627,12942,436872,0,11735,0,0,0,79581,24689,0,0,0,307159,263,0,936,0,0,2500,8263,49295,1,0,0,40,0,6,0,40570,32918,0,350
27/12/2019,1156069,0,0,1470,1,0,50986,82794,453301,0,31054,0,24054,4800,157355,25860,100,0,44036,0,400,1085,0,11501,110930,91858,0,1080,1895,0,152,0,8037,53321,0,0,1156069,2,0,0,1658,331,0,36136,22463,419540,0,14793,0,0,0,100357,29042,0,0,0,364067,100,100,1917,0,0,1,21083,35426,0,1080,0,300,0,152,0,39144,68379,0,0
28/12/2019,1335449,0,100,2193,888,0,25440,25704,568613,0,6132,0,25452,445,158920,32400,15000,0,185653,0,500,6214,0,95,58475,73689,0,28,800,0,882,0,77730,70091,5,0,1335449,0,0,0,8007,1202,0,74252,14885,614965,0,11046,0,110,0,88817,22248,0,0,0,373953,0,100,1479,0,0,95,1656,43738,0,28,0,800,0,482,0,22024,55556,5,0
29/12/2019,1588503,0,7001,447,1,0,26280,32211,893299,0,36693,50,66978,579,178846,12674,0,9275,63789,0,0,1217,3107,375,107655,58564,0,105,1250,0,572,0,42010,42306,0,3219,1588503,0,0,1,2140,1,0,30649,25418,951411,0,25198,50,0,579,156418,15412,0,0,9275,216515,0,0,1332,3107,0,25,4087,58462,0,105,0,1250,0,571,0,36147,47350,0,3001
30/12/2019,1390091,0,1,958,671,0,40678,38397,497409,100,48280,0,28705,569,185547,30367,0,10926,47948,0,0,598,0,1500,124931,113112,0,660,1002,0,1973,3004,162568,50187,0,0,1390091,0,0,1,12934,675,0,57979,17176,531760,0,23856,0,0,408,112530,66056,0,0,3301,355089,0,0,1114,0,0,0,10558,56313,0,275,0,2220,0,1365,0,68020,64460,0,4000
31/12/2019,1130198,0,0,217,0,0,21707,130906,312922,0,30139,0,50440,36496,226943,8995,0,30,36826,0,0,56,0,1000,84394,45855,0,2365,1,0,1602,0,84470,54774,0,61,1130198,0,0,0,9116,7,0,53259,24534,351484,0,16183,45,0,404,121433,16751,0,0,0,372842,0,0,3514,0,0,0,8740,31058,0,0,0,0,0,3,0,76250,44576,0,1
01/01/2020,592867,0,1510,2000,350,0,35626,13163,277485,0,2216,0,11080,0,105193,6050,0,0,32520,0,0,1131,0,0,42029,25701,0,0,400,0,0,0,32036,4374,0,3,592867,0,0,0,1055,0,0,14255,1000,277487,0,1006,0,0,0,91868,21219,0,1196,0,148198,0,0,0,0,0,0,6600,3807,0,0,0,0,0,0,0,16151,9004,0,21
